pointid,bundesland,probenahme_monat,probenahme_jahr,xcoord,ycoord,bodenklimaraum_name,landnutzung,bze_moor,hauptbodentyp,bodenvartypsub,grundwastufe,grundwastand,moormaechtigkeit,torfmaechtigkeit,neigung,exposition,woelbung,reliefformtyp,lageimrelief,kv_0_30,kv_30_100,profile_picture
5186,BY,4,2013,586481.688,5330695.334,Tertiär-Hügelland Donau-Süd,A,0,SS,SSg/SH,0,NA,0,0,N3,NW,GX,H,M,76.66,41.64,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5186_Z_1.GIF
5187,BY,4,2013,590952.3125,5330007.216,Tertiär-Hügelland Donau-Süd,G,0,AB,GG-AB,GWS4,180,0,0,N0,,GG,V,Z,71.27,38.76,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5187_Z_1.GIF
5189,BY,7,2013,610403.0918,5332177.499,Tertiär-Hügelland Donau-Süd,A,0,GG,cGGa,GWS5,NA,0,0,N0,,GG,TSF,Z,117.57,27.29,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5189_Z_1.GIF
5191,BY,11,2014,627781.3027,5331956.072,Tertiär-Hügelland Donau-Süd,A,1,GH,c.r.vGHn,0,NA,30,30,N0,,GG,V,Z,179.13,6.96,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5191_Z_1.GIF
5192,BY,11,2013,631406.5647,5330979.429,Tertiär-Hügelland Donau-Süd,A,0,YK,YK/sBB,0,>200,0,0,N0.1,,GG,V,Z,42.66,40.659999999999997,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5192_Z_1.GIF
5193,BY,11,2014,640468.5107,5330116.372,Tertiär-Hügelland Donau-Süd,A,0,BB,SS-BB,0,>200,0,0,N0,,GG,V,Z,68.36,44.53,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5193_Z_1.GIF
5203,BY,9,2013,722932.1989,5332055.32,Moränen-Hügelland und Voralpenland,A,0,LL,vLLn,0,NA,0,0,N0.1,,XX,V,Z,43.98,16.23,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5203_Z_1.GIF
5204,BY,12,2013,729307.4814,5332431.416,Moränen-Hügelland und Voralpenland,G,0,SS,SSn,0,>200,0,0,N3,SE,XG,H,M,59.05,20.23,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5204_Z_1.GIF
5207,BY,10,2013,754289.0494,5334279.244,"Gäu, Donau- und Inntal",G,0,AB,GG-AB,GWS4,190,0,0,N0,,GG,T,Z,136.9,80.33,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5207_Z_1.GIF
5208,BY,9,2013,763364.1656,5333493.457,"Gäu, Donau- und Inntal",A,0,BB,SH-BB,0,>200,0,0,N0.1,,GG,V,Z,61.64,28.68,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5208_Z_1.GIF
5209,BY,5,2013,768842.6671,5333045.524,Moränen-Hügelland und Voralpenland,A,0,LL,SS-LL,0,>200,0,0,N2,WW,GG,H,M,44.46,22.83,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5209_Z_1.GIF
5211,BW,7,2015,399957.5659,5316924.291,Rheinebene und Nebentäler,A,0,AB,cGG-AB,0,NA,0,0,N0,,GG,TSF,Z,58.7,56.77,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5211_Z_1.GIF
5214,BW,8,2016,424206.5173,5317542.868,Schwarzwald,G,0,BB,BBh,0,>200,0,0,N3.2,SW,XX,H,M,104.91,87.75,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5214_Z_1.GIF
5216,BW,10,2015,441553.6532,5318516.483,Schwarzwald,G,0,BB,BBn,0,NA,0,0,N4,EE,GX,KH,O,102.41,46.02,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5216_Z_1.GIF
5218,BW,6,2015,456420.2988,5319102.468,"Schwäbische Alb, Baar",G,0,SS,YK-SS,0,NA,0,0,N0.2,SE,XG,T,T,108.49,88.67,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5218_Z_1.GIF
5219,BW,7,2015,462878.4291,5320969.298,"Schwäbische Alb, Baar",G,0,DD,DDn,0,NA,0,0,N1,NN,GG,KSF,Z,118.09,45.03,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5219_Z_1.GIF
5223,BW,6,2015,499105.6425,5321156.541,"Schwäbische Alb, Baar",G,0,RZ,RZn,0,>200,0,0,N2.2,SE,XG,H,M,78.55,20.71,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5223_Z_1.GIF
5227,BW,8,2015,529042.1619,5319853.606,Tertiär-Hügelland Donau-Süd,G,0,GG,GGa,GWS3,140,0,0,N1,NW,XG,TH,T,113.77,380.29,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5227_Z_1.GIF
5228,BW,11,2015,538213.8819,5323499.591,Tertiär-Hügelland Donau-Süd,A,0,RZ,BB-RZ,0,>200,0,0,N2,NN,GG,H,M,63.7,17.71,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5228_Z_1.GIF
5229,BW,4,2015,547123.2321,5323741.982,Tertiär-Hügelland Donau-Süd,A,0,BB,e.sLL-BB,0,>200,0,0,N1,NN,GX,HF,M,59.03,14.27,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5229_Z_1.GIF
5230,BW,10,2015,553049.7704,5320893.701,Tertiär-Hügelland Donau-Süd,A,0,AB,SS-AB,0,>200,0,0,N1,EE,GG,TSF,Z,75.1,81.13,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5230_Z_1.GIF
5231,BW,4,2015,558755.6615,5321070.285,Tertiär-Hügelland Donau-Süd,A,0,BB,LL-BB,0,>200,0,0,N1,NW,GV,KHF,R,49.04,25.68,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5231_Z_1.GIF
5233,BW,3,2015,578313.5151,5324118.343,Tertiär-Hügelland Donau-Süd,G,0,ZZ,>YK,0,NA,0,0,N3.2,EE,GG,HS,M,44.33,20.07,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5233_Z_1.GIF
5236,BY,10,2013,602867.849,5322648.026,Tertiär-Hügelland Donau-Süd,G,0,YK,s4YKn,0,>200,0,0,N3.1,SS,VG,HF,U,88.88,52.79,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5236_Z_1.GIF
5237,BY,5,2014,607633.4432,5320925.931,Tertiär-Hügelland Donau-Süd,A,0,BB,BBn,0,>200,0,0,N3.1,WW,GG,H,M,76.87,26.07,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5237_Z_1.GIF
5238,BY,11,2013,619573.9165,5321510.467,Tertiär-Hügelland Donau-Süd,G,0,SS,BBc-SS,0,>200,0,0,N2.2,NE,XX,H,O,117.84,47.53,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5238_Z_1.GIF
5239,BY,8,2013,624824.9755,5322823.868,Tertiär-Hügelland Donau-Süd,G,0,GG,GGc,0,NA,0,0,N0,,GX,TSF,Z,126.01,2.16,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5239_Z_1.GIF
5240,BY,11,2014,634131.2606,5320073.524,Tertiär-Hügelland Donau-Süd,A,0,SS,SSn,0,>200,0,0,N0,,GG,T,R,132.78,28.49,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5240_Z_1.GIF
5241,BY,11,2013,642544.951,5324589.357,Moränen-Hügelland und Voralpenland,A,0,LL,vBB-LL,0,>200,0,0,N2,WW,XX,H,O,54.03,23.6,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5241_Z_1.GIF
5251,BY,7,2013,720900.0145,5324370.746,Moränen-Hügelland und Voralpenland,G,0,LL,LLn,0,>200,0,0,N2,EE,VX,H,U,70.56,34.869999999999997,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5251_Z_1.GIF
5252,BY,7,2013,728718.6094,5322461.675,Moränen-Hügelland und Voralpenland,G,0,GGc,rSSm-GGc,GWS4,110,0,0,N0,,GG,KS,Z,140.11,30.79,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5252_Z_1.GIF
5254,BY,6,2013,743169.3344,5325178.928,Moränen-Hügelland und Voralpenland,G,1,ZZ,>gYK,GWS3,95,10,10,N2.2,NW,GV,H,M,193.3,177.6,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5254_Z_1.GIF
5255,BY,9,2013,754316.0442,5321562.159,"Gäu, Donau- und Inntal",A,0,YK,YKn,0,>200,0,0,N1,SS,VG,H,U,68.02,60.75,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5255_Z_1.GIF
5256,BY,9,2013,760094.1228,5326249.731,"Gäu, Donau- und Inntal",A,0,BB,SH-BB,0,>200,0,0,N1,NN,GG,H,O,61.4,28.15,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5256_Z_1.GIF
5257,BY,10,2013,769749.5805,5322062.276,Moränen-Hügelland und Voralpenland,A,0,LL,eLLn,0,>200,0,0,N3.1,WW,GV,H,O,60.88,26.91,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5257_Z_1.GIF
5259,BY,10,2013,787167.2637,5324107.184,Moränen-Hügelland und Voralpenland,A,0,AB,rGG-AB,0,>200,0,0,N0.1,,XX,V,Z,79.41,64.52,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5259_Z_1.GIF
5260,BW,4,2016,402793.6579,5311386.995,Rheinebene und Nebentäler,A,0,AB,SS-AB,0,>200,0,0,N0,,GG,TSF,Z,68.84,67.239999999999995,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5260_Z_1.GIF
5261,BW,5,2015,407864.4381,5311138.652,Rheinebene und Nebentäler,G,0,CF,sLL-CF,0,>200,0,0,N3.2,WW,GG,H,M,99.32,50.99,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5261_Z_1.GIF
5262,BW,10,2018,417156.4716,5311655.969,Rheinebene und Nebentäler,G,0,BB,kBBn,0,NA,0,0,N6,WW,XX,H,M,82.71,14.32,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5262_Z_1.GIF
5265,BW,11,2015,440304.4055,5309381.341,Schwarzwald,G,0,BB,BBn,0,>200,0,0,N3.1,SS,GG,H,U,85.01,42.08,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5265_Z_1.GIF
5267,BW,10,2015,455577.4469,5311013.124,"Schwäbische Alb, Baar",G,0,GG,AB-GG,GWS2,78,0,0,N0,,GG,TSF,Z,104.17,46.28,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5267_Z_1.GIF
5271,BW,6,2015,492534.1434,5312808.41,"Schwäbische Alb, Baar",G,0,YK,YK/RZ,0,>200,0,0,N4,SW,GG,H,U,108.41,35.22,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5271_Z_1.GIF
5274,BW,8,2015,512191.2301,5312577.622,Tertiär-Hügelland Donau-Süd,A,0,LL,s.vLLn,0,>200,0,0,N2,SS,XG,H,M,57.99,42.73,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5274_Z_1.GIF
5277,BW,8,2015,537220.8082,5311905.959,Tertiär-Hügelland Donau-Süd,A,0,RZ,RZn,0,>200,0,0,N1,SS,GG,H,M,47.9,15.91,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5277_Z_1.GIF
5278,BW,4,2016,546723.0591,5315099.194,Tertiär-Hügelland Donau-Süd,A,0,BB,eLL-BB,---,NA,0,0,N6,WW,XG,KHF,M,73.17,31.81,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5278_Z_1.GIF
5279,BW,7,2015,553292.4458,5314607.166,Tertiär-Hügelland Donau-Süd,G,1,KV,KVn,GWS3,70,350,350,N1,NW,GG,T,Z,319.92,401.79,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5279_Z_1.GIF
5280,BW,4,2015,559507.6743,5312714.484,Tertiär-Hügelland Donau-Süd,A,0,SS,SSg,0,NA,0,0,N3,SW,GG,HF,O,53.72,32.51,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5280_Z_1.GIF
5281,BW,5,2016,569059.4001,5311317.048,Tertiär-Hügelland Donau-Süd,A,0,SS,LL-SS,0,>200,0,0,N2.2,SE,GG,H,M,55.57,22.54,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5281_Z_1.GIF
5282,BW,7,2015,577039.0195,5316488.771,Tertiär-Hügelland Donau-Süd,G,0,BB,eLL-BB,0,>200,0,0,N2.2,EE,XX,H,M,84.53,17.809999999999999,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5282_Z_1.GIF
5283,BY,8,2013,582946.8683,5313621.883,Moränen-Hügelland und Voralpenland,A,0,LL,BB-LL,0,>200,0,0,N1,NW,GG,H,M,47.95,31.6,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5283_Z_1.GIF
5284,BY,11,2013,595720.5477,5313725.232,Moränen-Hügelland und Voralpenland,A,0,LL,s2.vLLn,0,>200,0,0,N0,,GG,V,Z,70.82,48.54,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5284_Z_1.GIF
5285,BY,7,2013,601960.0484,5311065.279,Moränen-Hügelland und Voralpenland,G,0,BB,sLL-BB,0,>200,0,0,N1,NE,GG,HF,Z,88.06,39.25,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5285_Z_1.GIF
5286,BY,8,2013,607597.8007,5314987.093,Moränen-Hügelland und Voralpenland,G,0,SS,BB-SS,0,>200,0,0,N2.2,SS,XX,KHR,K,90.94,24.18,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5286_Z_1.GIF
5288,BY,10,2014,626390.4866,5315410.822,Moränen-Hügelland und Voralpenland,A,0,BB,vLL-BB,0,200,0,0,N0,,GG,TSF,T,67.33,29.13,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5288_Z_1.GIF
5290,BY,11,2013,639442.6956,5313746.881,Moränen-Hügelland und Voralpenland,G,0,YK,YK/eLL,0,>200,0,0,N2,SS,VX,H,U,69.31,35.340000000000003,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5290_Z_1.GIF
5300,BY,7,2013,723091.0514,5314327.85,Moränen-Hügelland und Voralpenland,G,0,BB,SS-BB,0,>200,0,0,N2,SW,VV,HR,Z,121.09,23.73,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5300_Z_1.GIF
5304,BY,7,2013,753132.2488,5313099.345,"Gäu, Donau- und Inntal",G,1,KM,"rKMu\\GG",GWS3,80,22,10,N0.2,WW,XX,T,Z,145.53,56.53,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5304_Z_1.GIF
5308,BY,6,2013,787082.481,5315441.491,Moränen-Hügelland und Voralpenland,A,0,LL,vSS-LL,0,>200,0,0,N1,NN,GG,TSF,T,106.6,41.47,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5308_Z_1.GIF
5311,BW,3,2016,401949.8027,5305050.832,Schwarzwald,A,0,BB,kBBn,0,>200,0,0,N1,EE,GG,H,M,37.92,50.12,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5311_Z_1.GIF
5315,BW,6,2015,433784.5979,5303755.982,Schwarzwald,G,0,YK,GG-YK,GWS2,97,0,0,N3.1,SE,VV,THM,F,95.69,118.09,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5315_Z_1.GIF
5317,BW,6,2015,449270.449,5301787.11,"Schwäbische Alb, Baar",A,0,CF,BB-CF,0,NA,0,0,N0,,VV,H,M,84.92,18.079999999999998,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5317_Z_1.GIF
5318,BW,6,2015,455441.4873,5302903.69,"Schwäbische Alb, Baar",G,0,DD,cDDn,0,NA,0,0,N3.1,SW,GG,HF,M,128.81,108.41,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5318_Z_1.GIF
5321,BW,9,2015,480979.7254,5302172.494,"Schwäbische Alb, Baar",A,0,RZ,BB-RZ,0,>200,0,0,N2.2,NW,GG,H,O,78.0,40.119999999999997,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5321_Z_1.GIF
5323,BW,9,2015,498348.4015,5303187.998,Hochrhein-Bodensee,A,0,GG,BB-GG,GWS4,144,0,0,N1,NN,GG,H,O,49.33,23.57,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5323_Z_1.GIF
5324,BW,3,2015,503738.1274,5306474.629,Hochrhein-Bodensee,A,0,YK,YK/BB,0,>200,0,0,N3.2,NN,GG,H,M,52.36,25.87,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5324_Z_1.GIF
5327,BW,11,2015,531863.9834,5305650.135,Tertiär-Hügelland Donau-Süd,G,1,ZZ,">KMc\\cKV",GWS3,80,300,250,N0,,GG,T,Z,316.1,420.3,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5327_Z_1.GIF
5328,BW,10,2018,537548.6178,5304349.236,Tertiär-Hügelland Donau-Süd,SO,0,BB,sLL-BB,0,>200,0,0,N3,SW,GG,H,M,52.97,35.14,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5328_Z_1.GIF
5329,BW,7,2015,545347.6237,5305460.986,Tertiär-Hügelland Donau-Süd,G,0,RZ,RZn,0,>200,0,0,N1,SE,XV,H,O,51.45,16.579999999999998,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5329_Z_1.GIF
5331,BW,6,2015,559088.65,5304759.553,Tertiär-Hügelland Donau-Süd,G,0,BB,vLL-BB,0,>200,0,0,N2.2,EE,XV,H,M,59.23,18.47,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5331_Z_1.GIF
5334,BY,7,2013,587713.909,5306201.714,Moränen-Hügelland und Voralpenland,G,0,YK,sYKn,0,>200,0,0,N2.2,SW,XX,HF,R,93.38,57.64,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5334_Z_1.GIF
5335,BY,4,2014,591821.9963,5303745.147,Moränen-Hügelland und Voralpenland,G,0,AB,rAB/BB,0,NA,0,0,N0.1,,VV,V,R,54.95,29.49,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5335_Z_1.GIF
5336,BY,8,2013,600785.2226,5303571.696,Moränen-Hügelland und Voralpenland,G,0,LL,kBB-LL,0,>200,0,0,N2.2,NE,GX,KSF,R,89.22,25.67,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5336_Z_1.GIF
5337,BY,8,2013,611767.5066,5304635.824,Moränen-Hügelland und Voralpenland,G,0,BB,SS-BB,0,>200,0,0,N0,,GX,KSF,Z,87.62,28.21,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5337_Z_1.GIF
5338,BY,4,2013,618900.3082,5304714.741,Moränen-Hügelland und Voralpenland,G,0,SS,SSn,0,NA,0,0,N2.2,NE,GG,H,O,80.42,28.47,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5338_Z_1.GIF
5339,BY,10,2013,623424.4998,5306551.002,Moränen-Hügelland und Voralpenland,A,0,BB,LL-BB,0,>200,0,0,N1,NE,GG,V,Z,80.5,39.299999999999997,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5339_Z_1.GIF
5343,BY,11,2013,657009.3831,5305458.205,Moränen-Hügelland und Voralpenland,A,0,YK,YKn,0,>200,0,0,N2,SS,GG,H,O,86.1,64.38,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5343_Z_1.GIF
5344,BY,7,2013,667524.3733,5304635.271,Moränen-Hügelland und Voralpenland,G,1,KV,KVn,0,>200,50,50,N2,NN,VV,O,Z,304.21,149.97999999999999,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5344_Z_1.GIF
5347,BY,7,2013,687482.2351,5305109.593,Moränen-Hügelland und Voralpenland,G,0,YK,YKn,0,>200,0,0,N4,NW,XX,H,Z,88.66,42.26,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5347_Z_1.GIF
5348,BY,4,2015,695757.6726,5308860.167,Moränen-Hügelland und Voralpenland,G,0,BB,BBn,0,>200,0,0,N2.2,NN,GG,H,O,110.78,42.35,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5348_Z_1.GIF
5349,BY,8,2014,704936.403,5308384.418,Moränen-Hügelland und Voralpenland,G,0,RR,BB-RR,0,>200,0,0,N0,,GG,V,Z,96.94,2.87,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5349_Z_1.GIF
5350,BY,8,2013,711948.5559,5306395.806,Moränen-Hügelland und Voralpenland,G,0,BB,BBn,0,NA,0,0,N1,SE,XX,V,Z,86.28,NA,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5350_Z_1.GIF
5351,BY,5,2013,719831.0481,5309220.242,Moränen-Hügelland und Voralpenland,A,0,YK,YK/eSS-LL,0,NA,0,0,N0.1,,GG,V,Z,102.78,68.510000000000005,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5351_Z_1.GIF
5352,BY,5,2013,728072.7111,5306353.446,Moränen-Hügelland und Voralpenland,G,0,SH,RZ-GG-SH,GWS4,85,0,0,N0.1,,GG,TS,Z,143.97,19.600000000000001,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5352_Z_1.GIF
5353,BY,6,2013,735669.049,5309234.595,Moränen-Hügelland und Voralpenland,G,0,LL,LLn,0,>200,0,0,N2.2,SW,GG,H,M,84.0,82.79,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5353_Z_1.GIF
5354,BY,10,2013,743889.6769,5307919.609,Moränen-Hügelland und Voralpenland,G,0,BB,g.vSS-BB,GWS5,NA,0,0,N2.2,NN,VG,THF,R,90.14,56.68,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5354_Z_1.GIF
5358,BY,10,2013,778290.2076,5305302.969,Moränen-Hügelland und Voralpenland,G,0,BB,g2BBn,GWS5,150,0,0,N2.2,SS,VX,H,U,61.62,51.93,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5358_Z_1.GIF
5359,BY,5,2013,785403.8158,5306676.749,Moränen-Hügelland und Voralpenland,G,0,BB,gSS-BB,GWS5.1,110,0,0,N2.2,NE,XX,H,O,74.47,30.85,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5359_Z_1.GIF
5360,BY,10,2013,791655.3824,5309031.395,Moränen-Hügelland und Voralpenland,A,0,YK,YK/BB,0,>200,0,0,N3.1,EE,VG,H,M,67.09,59.46,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5360_Z_1.GIF
5361,BW,3,2015,392079.8575,5296375.029,Rheinebene und Nebentäler,A,0,LL,vBB-LL,0,>200,0,0,N0.2,EE,GG,TSF,T,36.07,22.82,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5361_Z_1.GIF
5363,BW,4,2016,411228.5677,5293936.184,Schwarzwald,G,0,BB,BBn,0,>200,0,0,N4,SS,GG,H,M,76.2,47.82,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5363_Z_1.GIF
5364,BW,5,2015,418758.0072,5297283.175,Schwarzwald,G,0,BB,GGq-BB,GWS4,80,0,0,N5,SE,GX,H,M,61.15,23.15,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5364_Z_1.GIF
5366,BW,6,2015,431879.4922,5296028.163,Schwarzwald,G,0,BB,xBBn,0,>200,0,0,N3.2,SS,GG,H,M,124.0,105,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5366_Z_1.GIF
5370,BW,11,2015,466170.2585,5295565.121,"Schwäbische Alb, Baar",A,0,DD,BB-DD,0,>200,0,0,N3.2,WW,GG,H,M,87.47,72.540000000000006,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5370_Z_1.GIF
5371,BW,10,2015,474246.6491,5295303.589,Hochrhein-Bodensee,A,0,RZ,RZn,0,NA,0,0,N3.2,SS,XX,H,Z,12.08,1.29,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5371_Z_1.GIF
5372,BW,5,2015,483071.9351,5297471.317,Hochrhein-Bodensee,G,0,GG,cAB-GG,GWS4,50,0,0,N0.2,SE,GG,TSF,T,105.03,89.08,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5372_Z_1.GIF
5374,BW,3,2015,500680.103,5297412.331,Hochrhein-Bodensee,SO,0,RZ,RZn,0,>200,0,0,N0.2,NE,GG,KSF,K,75.81,40.549999999999997,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5374_Z_1.GIF
5375,BW,4,2015,505498.1066,5297063.753,Hochrhein-Bodensee,G,0,LL,sLLn,0,>200,0,0,N2.2,WW,GG,H,M,66.54,31.87,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5375_Z_1.GIF
5378,BW,12,2015,528394.3606,5295818.476,Tertiär-Hügelland Donau-Süd,A,0,YK,SSg-YK,0,NA,0,0,N2.2,WW,VV,HF,M,54.5,46.59,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5378_Z_1.GIF
5379,BW,11,2015,537673.7225,5299395.81,Tertiär-Hügelland Donau-Süd,G,0,RZ,RZn,0,>200,0,0,N3,NW,XX,H,O,87.63,22.34,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5379_Z_1.GIF
5380,BW,12,2015,547638.3871,5299537.427,Tertiär-Hügelland Donau-Süd,A,0,GG,cAB-GG,GWS3,110,0,0,N0,,GG,TSF,Z,74.64,51.81,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5380_Z_1.GIF
5382,BW,7,2015,563496.7144,5296514.328,Moränen-Hügelland und Voralpenland,G,0,BB,SS-BB,0,>200,0,0,N2.2,SS,XX,H,R,61.27,15.3,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5382_Z_1.GIF
5383,BW,6,2015,572134.049,5299321.653,Moränen-Hügelland und Voralpenland,G,0,BB,BBn,0,>200,0,0,N3,SW,XX,KSF,R,36.43,13.03,https://atlas.thuenen.de/webspace/bze_profilbilder/BW_5383_Z_1.GIF
5385,BY,5,2014,587756.3613,5298011.52,Moränen-Hügelland und Voralpenland,G,0,BB,BBn,0,NA,0,0,N0,,GG,V,Z,87.55,34.119999999999997,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5385_Z_1.GIF
5386,BY,7,2013,593977.5596,5299934.412,Moränen-Hügelland und Voralpenland,G,0,BB,BBh,0,>200,0,0,N3.1,EE,GV,HR,Z,85.19,31.12,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5386_Z_1.GIF
5388,BY,5,2014,607782.2238,5296244.43,Moränen-Hügelland und Voralpenland,G,0,RZ,BB-RZ,0,>200,0,0,N1,WW,XX,KSR,K,105.4,15.21,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5388_Z_1.GIF
5389,BY,9,2013,616366.5442,5299010.599,Moränen-Hügelland und Voralpenland,G,0,SS,cSSg,GWS5,105,0,0,N3.2,SE,GX,HF,Z,71.48,3.69,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5389_Z_1.GIF
5390,BY,9,2013,623581.9554,5298447.614,Moränen-Hügelland und Voralpenland,G,0,GG,e.sGGn,GWS4,125,0,0,N2,NW,XG,HF,Z,156.63,11.63,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5390_Z_1.GIF
5391,BY,9,2013,632830.1545,5296780.545,Moränen-Hügelland und Voralpenland,G,0,RZ,RZn,0,NA,0,0,N3.2,SS,VX,HF,Z,61.08,3.18,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5391_Z_1.GIF
5392,BY,10,2014,644574.6487,5297462.233,Moränen-Hügelland und Voralpenland,A,0,YK,cYKn,0,NA,0,0,N0,,GG,O,R,103.03,37.479999999999997,https://atlas.thuenen.de/webspace/bze_profilbilder/BY_5392_Z_1.GIF
